BEND5, 1254, 7.727220
TNNT2, 13808, 7.505809
OMA1, 9161, 7.429979
HSPB8, 5862, 7.142824
SCARNA17, 11628, 7.118830
COL5A2, 2718, 7.080991
ANXA4, 631, 7.039759
GPX3, 5279, 7.021157
ASGR2, 918, 6.920935
KAZN, 6328, 6.916456
CMAHP, 2600, 6.815845
NTN4, 9025, 6.762837
RBP1, 10939, 6.755300
PAQR8, 9389, 6.724458
ABCC9, 49, 6.601330
IFIT2, 5950, 6.569052
TXNIP, 14252, 6.461837
ALDH1A3, 430, 6.443568
DPF3, 3577, 6.389873
DENND2D, 3307, 6.336523
LCP2, 6831, 6.331330
TEX29, 13327, 6.329671
ZBTB20, 14918, 6.323391
CDKL1, 2219, 6.314344
ZBTB16, 14914, 6.311294
LGALS1, 6863, 6.301953
ARHGAP26, 757, 6.300741
GPR20, 5244, 6.241863
AHCYL1, 358, 6.148956
LINC01296, 7013, 6.135593
POC1B, 10061, 6.132758
PRDM2, 10306, 6.127227
CTXN3, 3026, 6.118847
UBE2D4, 14300, 6.112972
KLF15, 6567, 6.100362
ANO5, 611, 6.097527
ZBBX, 14900, 6.055761
PART1, 9417, 6.049424
ZNF189, 15136, 6.046650
THEMIS2, 13391, 6.045641
WNT7A, 14793, 6.034974
SCRG1, 11668, 6.005496
PRRX1, 10447, 5.982604
KCNN2, 6400, 5.973380
TEX30, 13328, 5.956917
POPDC3, 10138, 5.938532
HACL1, 5450, 5.901191
WASF3, 14676, 5.898909
GATM, 4908, 5.892958
ERICH1, 4066, 5.891939
DCUN1D3, 3225, 5.887691
MFGE8, 7895, 5.884031
NRP1, 8978, 5.860996
FAM81A, 4380, 5.856535
NOS2, 8874, 5.846134
HTRA1, 5882, 5.845524
SGCE, 11886, 5.823760
RNF141, 11194, 5.819497
URI1, 14457, 5.814283
TGFB2, 13354, 5.773187
SPATA6, 12615, 5.760807
TM6SF1, 13495, 5.709729
P2RX6P, 9306, 5.708399
IQSEC1, 6164, 5.701848
GAREM1, 4886, 5.661800
ARHGAP25, 756, 5.648909
PPP1R12A, 10214, 5.631304
FADS1, 4190, 5.629466
HTR1E, 5872, 5.628328
PCDHB4, 9485, 5.597735
RFTN2, 11036, 5.591024
HAUS7, 5474, 5.580776
RFLNB, 11027, 5.578165
KIF17, 6519, 5.562983
PCDHB16, 9480, 5.556287
FEZ1, 4537, 5.552455
OPLAH, 9170, 5.528518
PLXNA1, 9999, 5.523327
CBLN2, 1875, 5.521158
PIK3R1, 9819, 5.519084
FAM213A, 4323, 5.508942
MARF1, 7693, 5.505587
HECA, 5538, 5.504483
SATB1, 11591, 5.498844
MYO10, 8414, 5.493864
EFCAB14, 3773, 5.486351
LOC100128239, 7108, 5.483423
EPS8, 4035, 5.481238
CDK2AP1, 2205, 5.476930
CD53, 2111, 5.468977
G0S2, 4804, 5.457287
FBXW7, 4506, 5.445890
NEDD9, 8665, 5.438772
VSTM4, 14652, 5.419737
IL6ST, 6055, 5.412569
OLFM4, 9153, 5.400023
BAALC, 1147, 5.398540
NOVA1, 8884, 5.392344
P2RY1, 9308, 5.385896
ZCCHC24, 14975, 5.378722
AIRE, 380, 5.367885
CAT, 1859, 5.366081
DUSP4, 3670, 5.357140
SDAD1P1, 11683, 5.355846
SALL1, 11554, 5.343108
BAIAP2L2, 1167, 5.341574
